1 23:0.0125 626:0.0125 641:0.0125 608:0.0125 611:0.0125 590:0.0125 606:0.0125 519:0.0125 535:0.0125 479:0.0125
867 12086:0 11982:0 11925:0 11895:0 11299:0 10313:0 10107:0 5016:0 11976:0 6006:0
868 1177:0.0125 1254:0.0125 1247:0.0125 1286:0.0125 1295:0.0125 1269:0.0125 1274:0.0125 1184:0.0125 1195:0.0125 1233:0.0125
869 12086:0 11982:0 11925:0 11895:0 11299:0 10313:0 10107:0 5016:0 11976:0 6006:0
870 12086:0 11925:0 11895:0 11299:0 10313:0 10107:0 5016:0 11976:0 6006:0 5049:0
871 12086:0 11982:0 11925:0 11895:0 11299:0 10313:0 10107:0 5016:0 11976:0 6006:0
872 12086:0 11982:0 11925:0 11895:0 11299:0 10313:0 10107:0 5016:0 11976:0 6006:0
873 12086:0 11925:0 11895:0 11299:0 10313:0 10107:0 5016:0 11976:0 6006:0 5049:0
874 12086:0 11982:0 11925:0 11895:0 11299:0 10313:0 10107:0 5016:0 11976:0 6006:0
875 2217:0.0375 2348:0.0375 2479:0.0375 2799:0.0375 2499:0.0375 2607:0.0375 2733:0.0375 2282:0.0375 2419:0.0375 2235:0.0375
876 1:0.0125 14505:0.0125 2236:0.0125 11299:0.0125 3744:0.0125 10313:0.0125 10107:0.0125 14400:0.0125 14434:0.0125 14406:0.0125
877 12086:0 11925:0 11895:0 11299:0 10313:0 10107:0 5016:0 11976:0 6006:0 5049:0
878 12086:0 11925:0 11895:0 11299:0 10313:0 10107:0 5016:0 11976:0 6006:0 5049:0
879 12086:0 11925:0 11895:0 11299:0 10313:0 10107:0 5016:0 11976:0 6006:0 5049:0
880 12086:0 11925:0 11895:0 11299:0 10313:0 10107:0 5016:0 11976:0 6006:0 5049:0
881 12086:0 11925:0 11895:0 11299:0 10313:0 10107:0 5016:0 11976:0 6006:0 5049:0
882 12086:0 11982:0 11925:0 11895:0 11299:0 10313:0 10107:0 5016:0 11976:0 6006:0
883 12086:0 11925:0 11895:0 11299:0 10313:0 10107:0 5016:0 11976:0 6006:0 5049:0
884 12086:0 11925:0 11895:0 11299:0 10313:0 10107:0 5016:0 11976:0 6006:0 5049:0
885 12086:0 11925:0 11895:0 11299:0 10313:0 10107:0 5016:0 11976:0 6006:0 5049:0
886 12086:0 11982:0 11925:0 11895:0 11299:0 10313:0 10107:0 5016:0 11976:0 6006:0
887 12086:0 11925:0 11895:0 11299:0 10313:0 10107:0 5016:0 11976:0 6006:0 5049:0
889 12086:0 11925:0 11895:0 11299:0 10313:0 10107:0 5016:0 11976:0 6006:0 5049:0
890 12086:0 11925:0 11895:0 11299:0 10313:0 10107:0 5016:0 11976:0 6006:0 5049:0
891 12086:0 11925:0 11895:0 11299:0 10313:0 10107:0 5016:0 11976:0 6006:0 5049:0
892 12086:0 11925:0 11895:0 11299:0 10313:0 10107:0 5016:0 11976:0 6006:0 5049:0
893 12086:0 11925:0 11895:0 11299:0 10313:0 10107:0 5016:0 11976:0 6006:0 5049:0
894 12086:0 11982:0 11925:0 11895:0 11299:0 10313:0 10107:0 5016:0 11976:0 6006:0
895 12086:0 11982:0 11925:0 11895:0 11299:0 10313:0 10107:0 5016:0 11976:0 6006:0
896 12086:0 11925:0 11895:0 11299:0 10313:0 10107:0 5016:0 11976:0 6006:0 5049:0
897 12086:0 11925:0 11895:0 11299:0 10313:0 10107:0 5016:0 11976:0 6006:0 5049:0
899 12086:0 11925:0 11895:0 11299:0 10313:0 10107:0 5016:0 11976:0 6006:0 5049:0
900 12086:0 11982:0 11925:0 11895:0 11299:0 10313:0 10107:0 5016:0 11976:0 6006:0
901 14416:0.0125 14514:0.0125 14449:0.0125 14495:0.0125 14499:0.0125 14488:0.0125 14494:0.0125 14469:0.0125 14470:0.0125 14461:0.0125
902 12086:0 11982:0 11925:0 11895:0 11299:0 10313:0 10107:0 5016:0 11976:0 6006:0
907 12086:0 11925:0 11895:0 11299:0 10313:0 10107:0 5016:0 11976:0 6006:0 5049:0
909 12086:0 11925:0 11895:0 11299:0 10313:0 10107:0 5016:0 11976:0 6006:0 5049:0
910 12086:0 11925:0 11895:0 11299:0 10313:0 10107:0 5016:0 11976:0 6006:0 5049:0
911 12086:0 11925:0 11895:0 11299:0 10313:0 10107:0 5016:0 11976:0 6006:0 5049:0
912 12086:0 11925:0 11895:0 11299:0 10313:0 10107:0 5016:0 11976:0 6006:0 5049:0
913 12086:0 11925:0 11895:0 11299:0 10313:0 10107:0 5016:0 11976:0 6006:0 5049:0
914 12086:0 12090:0 12016:0 11982:0 11925:0 11895:0 11299:0 10313:0 10107:0 5016:0
916 12086:0 11925:0 11895:0 11299:0 10313:0 10107:0 5016:0 11976:0 6006:0 5049:0
919 12086:0 11925:0 11895:0 11299:0 10313:0 10107:0 5016:0 11976:0 6006:0 5049:0
920 12086:0 11982:0 11925:0 11895:0 11299:0 10313:0 10107:0 5016:0 11976:0 6006:0
921 12086:0 11925:0 11895:0 11299:0 10313:0 10107:0 5016:0 11976:0 6006:0 5049:0
922 12086:0 11925:0 11895:0 11299:0 10313:0 10107:0 5016:0 11976:0 6006:0 5049:0
923 12086:0 11925:0 11895:0 11299:0 10313:0 10107:0 5016:0 11976:0 6006:0 5049:0
926 12086:0 11925:0 11895:0 11299:0 10313:0 10107:0 5016:0 11976:0 6006:0 5049:0
927 12086:0 11925:0 11895:0 11299:0 10313:0 10107:0 5016:0 11976:0 6006:0 5049:0
929 12086:0 11982:0 11925:0 11895:0 11299:0 10313:0 10107:0 5016:0 11976:0 6006:0
930 12086:0 11925:0 11895:0 11299:0 10313:0 10107:0 5016:0 11976:0 6006:0 5049:0
932 12086:0 11982:0 11925:0 11895:0 11299:0 10313:0 10107:0 5016:0 11976:0 6006:0
933 12086:0 11925:0 11895:0 11299:0 10313:0 10107:0 5016:0 11976:0 6006:0 5049:0
935 12086:0 11925:0 11895:0 11299:0 10313:0 10107:0 5016:0 11976:0 6006:0 5049:0
936 12086:0 11925:0 11895:0 11299:0 10313:0 10107:0 5016:0 11976:0 6006:0 5049:0
938 12086:0 11925:0 11895:0 11299:0 10313:0 10107:0 5016:0 11976:0 6006:0 5049:0
940 1175:0.0125 1254:0.0125 1247:0.0125 1286:0.0125 1295:0.0125 1269:0.0125 1274:0.0125 1184:0.0125 1195:0.0125 1233:0.0125
941 12086:0 11925:0 11895:0 11299:0 10313:0 10107:0 5016:0 11976:0 6006:0 5049:0
942 12086:0 11925:0 11895:0 11299:0 10313:0 10107:0 5016:0 11976:0 6006:0 5049:0
943 1175:0.0125 1240:0.0125 1242:0.0125 575:0.0125 597:0.0125 1183:0.0125 497:0.0125 1285:0.0125 1291:0.0125 1198:0.0125
944 12086:0 11982:0 11925:0 11895:0 11299:0 10313:0 10107:0 5016:0 11976:0 6006:0
945 10111:0.0125 1132:0.0125 1134:0.0125 1122:0.0125 1127:0.0125 1114:0.0125 11157:0.0125 1087:0.0125 11012:0.0125 1078:0.0125
946 12086:0 11925:0 11895:0 11299:0 10313:0 10107:0 5016:0 11976:0 6006:0 5049:0
947 12086:0 11925:0 11895:0 11299:0 10313:0 10107:0 5016:0 11976:0 6006:0 5049:0
948 14416:0.0125 14472:0.0125 14477:0.0125 14469:0.0125 14470:0.0125 14465:0.0125 14468:0.0125 14448:0.0125 14450:0.0125 14442:0.0125
949 1314:0.0125 1363:0.0125 1368:0.0125 1325:0.0125 1336:0.0125 1421:0.0125 1315:0.0125 1393:0.0125 1395:0.0125 1381:0.0125
950 12086:0 11925:0 11895:0 11299:0 10313:0 10107:0 5016:0 11976:0 6006:0 5049:0
952 12086:0 11925:0 11895:0 11299:0 10313:0 10107:0 5016:0 11976:0 6006:0 5049:0
953 10111:0.025 10836:0.025 10858:0.025 10192:0.025 10727:0.025 11754:0.025 10181:0.025 10433:0.025 11149:0.025 11893:0.025
954 12086:0 11925:0 11895:0 11299:0 10313:0 10107:0 5016:0 11976:0 6006:0 5049:0
955 12086:0 11925:0 11895:0 11299:0 10313:0 10107:0 5016:0 11976:0 6006:0 5049:0
956 12086:0 11925:0 11895:0 11299:0 10313:0 10107:0 5016:0 11976:0 6006:0 5049:0
957 6011:0.025 6133:0.025 6247:0.025 6047:0.025 6073:0.025 6045:0.025 6046:0.025 6228:0.025 6438:0.025 6006:0.025
959 6011:0.0125 6365:0.0125 6653:0.0125 6163:0.0125 6247:0.0125 6106:0.0125 6133:0.0125 6039:0.0125 6040:0.0125 6228:0.0125
960 12086:0 11925:0 11895:0 11299:0 10313:0 10107:0 5016:0 11976:0 6006:0 5049:0
965 12086:0 11982:0 11925:0 11895:0 11299:0 10313:0 10107:0 5016:0 11976:0 6006:0
967 12086:0 11925:0 11895:0 11299:0 10313:0 10107:0 5016:0 11976:0 6006:0 5049:0
969 12086:0 11925:0 11895:0 11299:0 10313:0 10107:0 5016:0 11976:0 6006:0 5049:0
970 12086:0 11925:0 11895:0 11299:0 10313:0 10107:0 5016:0 11976:0 6006:0 5049:0
972 12086:0 11925:0 11895:0 11299:0 10313:0 10107:0 5016:0 11976:0 6006:0 5049:0
973 12086:0.0125 12016:0.0125 11982:0.0125 11925:0.0125 12063:0.0125 12057:0.0125 12062:0.0125 12051:0.0125 12052:0.0125 12047:0.0125
974 1314:0.0125 1363:0.0125 1368:0.0125 1325:0.0125 1336:0.0125 1421:0.0125 1315:0.0125 1395:0.0125 1396:0.0125 1390:0.0125
975 12086:0 11982:0 11925:0 11895:0 11299:0 10313:0 10107:0 5016:0 11976:0 6006:0
976 12086:0 11982:0 11925:0 11895:0 11299:0 10313:0 10107:0 5016:0 11976:0 6006:0
977 12086:0 11925:0 11895:0 11299:0 10313:0 10107:0 5016:0 11976:0 6006:0 5049:0
978 12086:0 11925:0 11895:0 11299:0 10313:0 10107:0 5016:0 11976:0 6006:0 5049:0
979 12086:0 11925:0 11895:0 11299:0 10313:0 10107:0 5016:0 11976:0 6006:0 5049:0
980 12086:0.025 11982:0.025 12052:0.025 12047:0.025 12049:0.025 12030:0.025 12046:0.025 11976:0.025 11971:0.025 11966:0.025
981 12086:0 11925:0 11895:0 11299:0 10313:0 10107:0 5016:0 11976:0 6006:0 5049:0
982 12086:0 11925:0 11895:0 11299:0 10313:0 10107:0 5016:0 11976:0 6006:0 5049:0
983 12086:0 11925:0 11895:0 11299:0 10313:0 10107:0 5016:0 11976:0 6006:0 5049:0
984 12086:0 11925:0 11895:0 11299:0 10313:0 10107:0 5016:0 11976:0 6006:0 5049:0
985 12086:0 11925:0 11895:0 11299:0 10313:0 10107:0 5016:0 11976:0 6006:0 5049:0
986 12086:0 12089:0 12016:0 11982:0 11925:0 11895:0 11299:0 10313:0 10107:0 5016:0
988 12086:0 11925:0 11895:0 11299:0 10313:0 10107:0 5016:0 11976:0 6006:0 5049:0
989 12086:0 11925:0 11895:0 11299:0 10313:0 10107:0 5016:0 11976:0 6006:0 5049:0
990 12086:0 11925:0 11895:0 11299:0 10313:0 10107:0 5016:0 11976:0 6006:0 5049:0
992 1175:0.025 1247:0.025 1234:0.025 1295:0.025 1228:0.025 1274:0.025 1286:0.025 1195:0.025 1204:0.025 1262:0.025
993 12086:0 11925:0 11895:0 11299:0 10313:0 10107:0 5016:0 11976:0 6006:0 5049:0
996 12086:0 11925:0 11895:0 11299:0 10313:0 10107:0 5016:0 11976:0 6006:0 5049:0
997 12086:0 11925:0 11895:0 11299:0 10313:0 10107:0 5016:0 11976:0 6006:0 5049:0
998 697:0.0125 677:0.0125 687:0.0125 746:0.0125 710:0.0125 690:0.0125 696:0.0125 736:0.0125 682:0.0125 683:0.0125
999 12086:0 11925:0 11895:0 11299:0 10313:0 10107:0 5016:0 11976:0 6006:0 5049:0
1000 12086:0 11925:0 11895:0 11299:0 10313:0 10107:0 5016:0 11976:0 6006:0 5049:0
1001 12086:0 11925:0 11895:0 11299:0 10313:0 10107:0 5016:0 11976:0 6006:0 5049:0
1002 12086:0 11925:0 11895:0 11299:0 10313:0 10107:0 5016:0 11976:0 6006:0 5049:0
1004 12086:0 11982:0 11925:0 11895:0 11299:0 10313:0 10107:0 5016:0 11976:0 6006:0
1006 12086:0 11925:0 11895:0 11299:0 10313:0 10107:0 5016:0 11976:0 6006:0 5049:0
1007 12086:0 11925:0 11895:0 11299:0 10313:0 10107:0 5016:0 11976:0 6006:0 5049:0
1008 12086:0 11925:0 11895:0 11299:0 10313:0 10107:0 5016:0 11976:0 6006:0 5049:0
1010 1175:0.0125 1254:0.0125 1247:0.0125 1286:0.0125 1295:0.0125 1269:0.0125 1274:0.0125 1184:0.0125 1195:0.0125 1233:0.0125
1011 12086:0 11925:0 11895:0 11299:0 10313:0 10107:0 5016:0 11976:0 6006:0 5049:0
1012 12086:0 11925:0 11895:0 11299:0 10313:0 10107:0 5016:0 11976:0 6006:0 5049:0
1014 12086:0 11982:0 11925:0 11895:0 11299:0 10313:0 10107:0 5016:0 11976:0 6006:0
1015 12086:0 11925:0 11895:0 11299:0 10313:0 10107:0 5016:0 11976:0 6006:0 5049:0
1016 12086:0 11925:0 11895:0 11299:0 10313:0 10107:0 5016:0 11976:0 6006:0 5049:0
1017 12086:0 12016:0 11982:0 11925:0 11895:0 11299:0 10313:0 10107:0 5016:0 11976:0
1018 12086:0.0125 11925:0.0125 12075:0.0125 12063:0.0125 12064:0.0125 12057:0.0125 12062:0.0125 12049:0.0125 12051:0.0125 12046:0.0125
1019 1:0.0125 2213:0.0125 2229:0.0125 6035:0.0125 6036:0.0125 6033:0.0125 6034:0.0125 6015:0.0125 6016:0.0125 5016:0.0125
1020 1:0.05 36:0.05 659:0.05 614:0.05 626:0.05 12:0.05 611:0.05 558:0.05 559:0.05 545:0.05
1021 12086:0 11925:0 11895:0 11299:0 10313:0 10107:0 5016:0 11976:0 6006:0 5049:0
1022 12086:0 11925:0 11895:0 11299:0 10313:0 10107:0 5016:0 11976:0 6006:0 5049:0
1024 12086:0 11925:0 11895:0 11299:0 10313:0 10107:0 5016:0 11976:0 6006:0 5049:0
1027 12086:0 11925:0 11895:0 11299:0 10313:0 10107:0 5016:0 11976:0 6006:0 5049:0
1028 12086:0 11925:0 11895:0 11299:0 10313:0 10107:0 5016:0 11976:0 6006:0 5049:0
1029 12086:0 11925:0 11895:0 11299:0 10313:0 10107:0 5016:0 11976:0 6006:0 5049:0
1030 697:0.0125 681:0.0125 677:0.0125 746:0.0125 710:0.0125 690:0.0125 696:0.0125 736:0.0125 682:0.0125 683:0.0125
1032 12086:0 11925:0 11895:0 11299:0 10313:0 10107:0 5016:0 11976:0 6006:0 5049:0
1035 12086:0.0125 12014:0.0125 12102:0.0125 12137:0.0125 12140:0.0125 13166:0.0125 11932:0.0125 12075:0.0125 12155:0.0125 12064:0.0125
1036 12086:0 11925:0 11895:0 11299:0 10313:0 10107:0 5016:0 11976:0 6006:0 5049:0
1037 12086:0 11925:0 11895:0 11299:0 10313:0 10107:0 5016:0 11976:0 6006:0 5049:0
1038 12086:0 11925:0 11895:0 11299:0 10313:0 10107:0 5016:0 11976:0 6006:0 5049:0
1039 12086:0 11925:0 11895:0 11299:0 10313:0 10107:0 5016:0 11976:0 6006:0 5049:0
1040 12086:0 11925:0 11895:0 11299:0 10313:0 10107:0 5016:0 11976:0 6006:0 5049:0
1041 12086:0 11925:0 11895:0 11299:0 10313:0 10107:0 5016:0 11976:0 6006:0 5049:0
1042 12086:0 11925:0 11895:0 11299:0 10313:0 10107:0 5016:0 11976:0 6006:0 5049:0
1043 12086:0 11925:0 11895:0 11299:0 10313:0 10107:0 5016:0 11976:0 6006:0 5049:0
1044 12086:0 11925:0 11895:0 11299:0 10313:0 10107:0 5016:0 11976:0 6006:0 5049:0
1045 12086:0 11925:0 11895:0 11299:0 10313:0 10107:0 5016:0 11976:0 6006:0 5049:0
1047 12086:0 11925:0 11895:0 11299:0 10313:0 10107:0 5016:0 11976:0 6006:0 5049:0
1048 12086:0 11925:0 11895:0 11299:0 10313:0 10107:0 5016:0 11976:0 6006:0 5049:0
1049 1175:0.025 1247:0.025 1234:0.025 1295:0.025 1228:0.025 1274:0.025 1286:0.025 1195:0.025 1204:0.025 1262:0.025
1050 1175:0.0125 1254:0.0125 1247:0.0125 1286:0.0125 1295:0.0125 1269:0.0125 1274:0.0125 1184:0.0125 1195:0.0125 1233:0.0125
1051 12086:0 12093:0 12092:0 12090:0 12016:0 11982:0 11925:0 11895:0 11299:0 10313:0
1052 12086:0 12016:0 11982:0 11925:0 11895:0 11299:0 10313:0 10107:0 5016:0 11976:0
1053 12086:0 11925:0 11895:0 11299:0 10313:0 10107:0 5016:0 11976:0 6006:0 5049:0
1054 12086:0 11925:0 11895:0 11299:0 10313:0 10107:0 5016:0 11976:0 6006:0 5049:0
1055 1175:0.0125 1254:0.0125 1247:0.0125 1286:0.0125 1295:0.0125 1269:0.0125 1274:0.0125 1184:0.0125 1195:0.0125 1233:0.0125
1056 12086:0 11925:0 11895:0 11299:0 10313:0 10107:0 5016:0 11976:0 6006:0 5049:0
1057 12086:0 11925:0 11895:0 11299:0 10313:0 10107:0 5016:0 11976:0 6006:0 5049:0
1058 12086:0 11925:0 11895:0 11299:0 10313:0 10107:0 5016:0 11976:0 6006:0 5049:0
1059 12086:0 11925:0 11895:0 11299:0 10313:0 10107:0 5016:0 11976:0 6006:0 5049:0
1061 12086:0 11982:0 11925:0 11895:0 11299:0 10313:0 10107:0 5016:0 11976:0 6006:0
1062 12086:0 11925:0 11895:0 11299:0 10313:0 10107:0 5016:0 11976:0 6006:0 5049:0
1063 1175:0.0125 677:0.0125 1249:0.0125 1206:0.0125 1221:0.0125 1195:0.0125 1204:0.0125 1290:0.0125 1230:0.0125 1270:0.0125
1064 12086:0 11925:0 11895:0 11299:0 10313:0 10107:0 5016:0 11976:0 6006:0 5049:0
1065 12086:0 11925:0 11895:0 11299:0 10313:0 10107:0 5016:0 11976:0 6006:0 5049:0
1066 12086:0 11925:0 11895:0 11299:0 10313:0 10107:0 5016:0 11976:0 6006:0 5049:0
1067 10111:0.0125 10836:0.0125 10858:0.0125 10192:0.0125 10727:0.0125 11754:0.0125 10181:0.0125 10433:0.0125 11149:0.0125 11893:0.0125
1068 6011:0.075 6365:0.075 6653:0.075 6163:0.075 6247:0.075 6005:0.075 6133:0.075 6042:0.075 6045:0.075 6039:0.075
1069 12086:0 11925:0 11895:0 11299:0 10313:0 10107:0 5016:0 11976:0 6006:0 5049:0
1070 12086:0 11925:0 11895:0 11299:0 10313:0 10107:0 5016:0 11976:0 6006:0 5049:0
1071 12086:0 11925:0 11895:0 11299:0 10313:0 10107:0 5016:0 11976:0 6006:0 5049:0
1072 12086:0 11925:0 11895:0 11299:0 10313:0 10107:0 5016:0 11976:0 6006:0 5049:0
1073 12086:0 11925:0 11895:0 11299:0 10313:0 10107:0 5016:0 11976:0 6006:0 5049:0
1075 6011:0.225 6039:0.225 6040:0.225 6228:0.225 6045:0.225 6201:0.225 6038:0.225 6565:0.225 6101:0.225 6144:0.225
1076 12086:0 11925:0 11895:0 11299:0 10313:0 10107:0 5016:0 11976:0 6006:0 5049:0
1077 12086:0 11925:0 11895:0 11299:0 10313:0 10107:0 5016:0 11976:0 6006:0 5049:0
1078 12086:0 11925:0 11895:0 11299:0 10313:0 10107:0 5016:0 11976:0 6006:0 5049:0
1079 12086:0 11925:0 11895:0 11299:0 10313:0 10107:0 5016:0 11976:0 6006:0 5049:0
1080 12086:0 11925:0 11895:0 11299:0 10313:0 10107:0 5016:0 11976:0 6006:0 5049:0
1081 12086:0 11982:0 11925:0 11895:0 11299:0 10107:0 5016:0 11976:0 6006:0 5049:0
1082 12086:0.0125 12014:0.0125 12102:0.0125 12137:0.0125 12140:0.0125 13166:0.0125 11932:0.0125 12075:0.0125 12155:0.0125 12064:0.0125
1084 12086:0 11925:0 11895:0 11299:0 10313:0 10107:0 5016:0 11976:0 6006:0 5049:0
1085 12086:0 11925:0 11895:0 11299:0 10313:0 10107:0 5016:0 11976:0 6006:0 5049:0
1088 12086:0.0125 12014:0.0125 12102:0.0125 12137:0.0125 12140:0.0125 13166:0.0125 11932:0.0125 12075:0.0125 12155:0.0125 12064:0.0125
1091 12086:0 11982:0 11925:0 11895:0 11299:0 10313:0 10107:0 5016:0 11976:0 6006:0
1092 12086:0 11925:0 11895:0 11299:0 10313:0 10107:0 5016:0 11976:0 6006:0 5049:0
1093 1007:0.0125 1084:0.0125 1088:0.0125 1045:0.0125 780:0.0125 774:0.0125 1019:0.0125 1003:0.0125 1014:0.0125 1017:0.0125
1095 12086:0 11925:0 11895:0 11299:0 10313:0 10107:0 5016:0 11976:0 6006:0 5049:0
1097 12086:0 11982:0 11925:0 11895:0 11299:0 10313:0 10107:0 5016:0 11976:0 6006:0
1098 12086:0 11925:0 11895:0 11299:0 10313:0 10107:0 5016:0 11976:0 6006:0 5049:0
1104 12086:0 11925:0 11895:0 11299:0 10313:0 10107:0 5016:0 11976:0 6006:0 5049:0
1107 12086:0 11982:0 11925:0 11895:0 11299:0 10313:0 10107:0 5016:0 11976:0 6006:0
1109 12086:0 11925:0 11895:0 11299:0 10313:0 10107:0 5016:0 11976:0 6006:0 5049:0
1110 4117:0.0125 4252:0.0125 4453:0.0125 4212:0.0125 4149:0.0125 4148:0.0125 4206:0.0125 4696:0.0125 4720:0.0125 4454:0.0125
1111 2217:0.0625 2246:0.0625 2272:0.0625 2285:0.0625 2311:0.0625 2239:0.0625 2295:0.0625 2237:0.0625 2826:0.0625 2222:0.0625
1112 12086:0 11925:0 11895:0 11299:0 10313:0 10107:0 5016:0 11976:0 6006:0 5049:0
1113 12086:0 11925:0 11895:0 11299:0 10313:0 10107:0 5016:0 11976:0 6006:0 5049:0
1115 12086:0 11925:0 11895:0 11299:0 10313:0 10107:0 5016:0 11976:0 6006:0 5049:0
1116 12086:0 11925:0 11895:0 11299:0 10313:0 10107:0 5016:0 11976:0 6006:0 5049:0
1117 12086:0 11925:0 11895:0 11299:0 10313:0 10107:0 5016:0 11976:0 6006:0 5049:0
1118 12086:0 11925:0 11895:0 11299:0 10313:0 10107:0 5016:0 11976:0 6006:0 5049:0
1119 12086:0 11925:0 11895:0 11299:0 10313:0 10107:0 5016:0 11976:0 6006:0 5049:0
1120 12086:0 12016:0 11982:0 11925:0 11895:0 11299:0 10313:0 10107:0 5016:0 11976:0
1122 12086:0 11925:0 11895:0 11299:0 10313:0 10107:0 5016:0 11976:0 6006:0 5049:0
1123 12086:0 11925:0 11895:0 11299:0 10313:0 10107:0 5016:0 11976:0 6006:0 5049:0
1124 12086:0 11925:0 11895:0 11299:0 10313:0 10107:0 5016:0 11976:0 6006:0 5049:0
1125 14416:0.0125 14455:0.0125 14461:0.0125 14452:0.0125 14453:0.0125 14448:0.0125 14450:0.0125 14408:0.0125 14415:0.0125 14380:0.0125
1126 1835:0.0125 2044:0.0125 1880:0.0125 2164:0.0125 2179:0.0125 2141:0.0125 2159:0.0125 1990:0.0125 1993:0.0125 1859:0.0125
1127 12086:0.05 13166:0.05 11932:0.05 11958:0.05 12078:0.05 11966:0.05 12102:0.05 12437:0.05 11961:0.05 12575:0.05
1128 5264:0.0125 5776:0.0125 5777:0.0125 5773:0.0125 5774:0.0125 5764:0.0125 5772:0.0125 5733:0.0125 5734:0.0125 5717:0.0125
1132 12086:0 12016:0 11982:0 11925:0 11895:0 11299:0 10313:0 10107:0 5016:0 11976:0
1133 1175:0.0125 1254:0.0125 1247:0.0125 1286:0.0125 1295:0.0125 1269:0.0125 1274:0.0125 1184:0.0125 1195:0.0125 1233:0.0125
1134 12086:0 11925:0 11895:0 11299:0 10313:0 10107:0 5016:0 11976:0 6006:0 5049:0
1135 12086:0 11925:0 11895:0 11299:0 10313:0 10107:0 5016:0 11976:0 6006:0 5049:0
1136 12086:0 11925:0 11895:0 11299:0 10313:0 10107:0 5016:0 11976:0 6006:0 5049:0
1139 12086:0 11982:0 11925:0 11895:0 11299:0 10313:0 10107:0 5016:0 11976:0 6006:0
1140 12086:0.0375 11982:0.0375 12190:0.0375 11932:0.0375 12137:0.0375 12140:0.0375 12102:0.0375 12437:0.0375 12575:0.0375 12074:0.0375
1141 12086:0 11925:0 11895:0 11299:0 10313:0 10107:0 5016:0 11976:0 6006:0 5049:0
1142 12086:0 11925:0 11895:0 11299:0 10313:0 10107:0 5016:0 11976:0 6006:0 5049:0
1143 12086:0.0375 11982:0.0375 12102:0.0375 12140:0.0375 12190:0.0375 11932:0.0375 12137:0.0375 12155:0.0375 12437:0.0375 12074:0.0375
1145 12086:0.025 12092:0.025 12014:0.025 12089:0.025 12016:0.025 12137:0.025 12140:0.025 11895:0.025 12682:0.025 12437:0.025
1147 12086:0 11925:0 11895:0 11299:0 10313:0 10107:0 5016:0 11976:0 6006:0 5049:0
1148 12086:0 12089:0 12016:0 11982:0 11925:0 11895:0 11299:0 10313:0 10107:0 5016:0
1150 12086:0 11925:0 11895:0 11299:0 10313:0 10107:0 5016:0 11976:0 6006:0 5049:0
1152 12086:0 11925:0 11895:0 11299:0 10313:0 10107:0 5016:0 11976:0 6006:0 5049:0
1153 1175:0.0125 1254:0.0125 1247:0.0125 1286:0.0125 1295:0.0125 1269:0.0125 1274:0.0125 1184:0.0125 1195:0.0125 1233:0.0125
1154 12086:0 11925:0 11895:0 11299:0 10313:0 10107:0 5016:0 11976:0 6006:0 5049:0
1155 12086:0 11925:0 11895:0 11299:0 10313:0 10107:0 5016:0 11976:0 6006:0 5049:0
1156 5264:0.0125 5776:0.0125 5777:0.0125 5773:0.0125 5774:0.0125 5764:0.0125 5772:0.0125 5733:0.0125 5734:0.0125 5717:0.0125
1157 12086:0 11982:0 11925:0 11895:0 11299:0 10313:0 10107:0 5016:0 11976:0 6006:0
1159 12086:0 11925:0 11895:0 11299:0 10313:0 10107:0 5016:0 11976:0 6006:0 5049:0
1160 12086:0 11925:0 11895:0 11299:0 10313:0 10107:0 5016:0 11976:0 6006:0 5049:0
1163 12086:0.0125 11982:0.0125 13120:0.0125 12190:0.0125 12014:0.0125 12137:0.0125 12140:0.0125 12437:0.0125 12575:0.0125 12075:0.0125
1166 12086:0 11925:0 11895:0 11299:0 10313:0 10107:0 5016:0 11976:0 6006:0 5049:0
1167 12086:0 11925:0 11895:0 11299:0 10313:0 10107:0 5016:0 11976:0 6006:0 5049:0
1168 12086:0 11925:0 11895:0 11299:0 10313:0 10107:0 5016:0 11976:0 6006:0 5049:0
1170 12086:0 11925:0 11895:0 11299:0 10313:0 10107:0 5016:0 11976:0 6006:0 5049:0
1171 12086:0 11925:0 11895:0 11299:0 10313:0 10107:0 5016:0 11976:0 6006:0 5049:0
1172 12086:0 11925:0 11895:0 11299:0 10313:0 10107:0 5016:0 11976:0 6006:0 5049:0
1175 12086:0 11925:0 11895:0 11299:0 10313:0 10107:0 5016:0 11976:0 6006:0 5049:0
1176 12086:0 11925:0 11895:0 11299:0 10313:0 10107:0 5016:0 11976:0 6006:0 5049:0
1177 12086:0 11925:0 11895:0 11299:0 10313:0 10107:0 5016:0 11976:0 6006:0 5049:0
1178 12086:0.0125 12014:0.0125 12102:0.0125 12137:0.0125 12140:0.0125 13166:0.0125 11932:0.0125 12075:0.0125 12155:0.0125 12064:0.0125
1180 12086:0 11925:0 11895:0 11299:0 10313:0 10107:0 5016:0 11976:0 6006:0 5049:0
1182 12086:0 11925:0 11895:0 11299:0 10313:0 10107:0 5016:0 11976:0 6006:0 5049:0
1184 12086:0 11925:0 11895:0 11299:0 10313:0 10107:0 5016:0 11976:0 6006:0 5049:0
1185 12086:0 11925:0 11895:0 11299:0 10313:0 10107:0 5016:0 11976:0 6006:0 5049:0
1186 12086:0 11925:0 11895:0 11299:0 10313:0 10107:0 5016:0 11976:0 6006:0 5049:0
